id,observed_on,quality_grade,captive_cultivated,latitude,longitude,scientific_name,common_name
25142115,2019-05-03,research,false,35.48407,-80.800255,Limenitis archippus,Viceroy
25142397,2019-05-12,research,false,35.132275,-106.6877833333,Limenitis archippus,Viceroy
25178424,2019-05-15,research,false,31.9579684674,-98.0204542583,Limenitis archippus,Viceroy
25216076,2019-05-11,research,false,28.0518587059,-80.9340588291,Limenitis archippus floridensis,Florida Viceroy
25217651,2019-05-16,research,false,39.2546383333,-76.6222833333,Limenitis archippus,Viceroy
25236636,2019-05-16,research,false,30.0316666667,-81.341095,Limenitis archippus,Viceroy
25244237,2019-05-16,research,false,33.0646257009,-96.9641848115,Limenitis archippus,Viceroy
25268719,2019-05-17,research,false,38.5782549562,-92.1707579549,Limenitis archippus,Viceroy
25286376,2019-05-17,research,false,28.0733166667,-82.3779133333,Limenitis archippus,Viceroy
25297633,2019-05-17,research,false,35.6214964777,-78.93127636,Limenitis archippus,Viceroy
25337555,2019-05-18,research,false,33.2577552795,-97.0592575073,Limenitis archippus,Viceroy
25339542,2019-05-17,research,false,33.9192113957,-112.6794069921,Limenitis archippus,Viceroy
25343524,2019-05-18,research,false,38.9310888075,-76.9511366937,Limenitis archippus,Viceroy
25343542,2019-05-18,research,false,38.9268623616,-76.8994930486,Limenitis archippus,Viceroy
25343547,2019-05-18,research,false,38.8874638788,-76.9343035892,Limenitis archippus,Viceroy
25360460,2019-05-18,research,false,40.0870462634,-87.8090378338,Limenitis archippus,Viceroy
25364863,2019-05-17,research,false,35.0558562734,-97.2125244141,Limenitis archippus,Viceroy
25407674,2019-05-19,research,false,38.0271635875,-84.3156561499,Limenitis archippus,Viceroy
25452669,2019-05-20,research,false,38.667125,-77.606575,Limenitis archippus,Viceroy
25475492,2019-05-20,research,false,30.5051879,-84.3215509,Limenitis archippus,Viceroy
25539726,2019-05-21,research,false,30.2732587322,-84.3843334168,Limenitis archippus,Viceroy
25546333,2019-05-21,research,false,33.263813957,-97.0610595008,Limenitis archippus,Viceroy
25580730,2019-05-22,research,false,38.5887290124,-92.2358264029,Limenitis archippus,Viceroy
25593699,2019-05-22,research,false,34.929803533,-82.4403510298,Limenitis archippus,Viceroy
25624027,2019-05-23,research,false,29.4140345,-98.6098832,Limenitis archippus,Viceroy
25651530,2019-05-23,research,false,33.0640142861,-96.9568550596,Limenitis archippus,Viceroy
25678190,2019-05-24,research,false,38.8145610597,-77.6766646095,Limenitis archippus,Viceroy
25687277,2019-05-24,research,false,40.9421082354,-81.4415082336,Limenitis archippus,Viceroy
25687941,2019-05-12,research,false,33.225542807,-96.9509568612,Limenitis archippus,Viceroy
