id,observed_on,quality_grade,latitude,longitude,place_town_name,place_county_name,place_state_name,scientific_name,common_name
18154321,2018-08-25,research,36.219575414,-89.6058305144,,Lake,Tennessee,Limenitis arthemis astyanax,Red-spotted Purple
18154340,2018-08-25,research,36.2195345671,-89.6055503067,,Lake,Tennessee,Limenitis arthemis astyanax,Red-spotted Purple
18223696,2018-09-02,research,34.1303748906,-92.4483869123,,Grant,Arkansas,Limenitis arthemis astyanax,Red-spotted Purple
18226479,2016-09-02,research,39.0305293636,-77.4985727674,,Loudoun,Virginia,Limenitis arthemis astyanax,Red-spotted Purple
18266074,2018-06-18,research,32.32688663,-90.1466417313,,Hinds,Mississippi,Limenitis arthemis astyanax,Red-spotted Purple
18276656,2018-11-04,research,38.995878,-77.25440981,,Fairfax,Virginia,Limenitis arthemis astyanax,Red-spotted Purple
18295563,2018-08-11,research,35.7815583333,-78.871375,,Wake,North Carolina,Limenitis arthemis astyanax,Red-spotted Purple
18297906,2010-08-16,research,39.2464074105,-84.3306902344,,Hamilton,Ohio,Limenitis arthemis astyanax,Red-spotted Purple
18298427,2010-08-19,research,35.8991361614,-78.8446795472,,Durham,North Carolina,Limenitis arthemis astyanax,Red-spotted Purple
18303363,2017-08-20,research,36.1400528333,-86.8032083333,,Davidson,Tennessee,Limenitis arthemis astyanax,Red-spotted Purple
18316550,2012-05-23,research,39.410748,-76.844442,,Baltimore,Maryland,Limenitis arthemis astyanax,Red-spotted Purple
18320191,2018-08-30,research,38.1409445347,-76.5997704315,,Saint Mary's,Maryland,Limenitis arthemis astyanax,Red-spotted Purple
18333160,2018-09-03,research,38.819024652,-80.5915315736,,Braxton,West Virginia,Limenitis arthemis astyanax,Red-spotted Purple
18352347,2008-06-21,research,41.1709967965,-74.913979758,,Pike,Pennsylvania,Limenitis arthemis astyanax,Red-spotted Purple
18352348,2008-06-21,research,41.1712956119,-74.9143659961,,Pike,Pennsylvania,Limenitis arthemis astyanax,Red-spotted Purple
18364963,2017-04-01,research,31.1693183333,-92.525825,,,Louisiana,Limenitis arthemis astyanax,Red-spotted Purple
18365327,2018-11-06,research,35.3256469,-94.3016006,,Sebastian,Arkansas,Limenitis arthemis astyanax,Red-spotted Purple
18371659,2018-11-08,research,33.9474065652,-83.3793037733,,Clarke,Georgia,Limenitis arthemis astyanax,Red-spotted Purple
18372055,2010-08-11,research,43.0076626474,-77.5690821445,,Monroe,New York,Limenitis arthemis astyanax,Red-spotted Purple
18375842,2018-09-07,research,33.4491818394,-86.7950837576,,Jefferson,Alabama,Limenitis arthemis astyanax,Red-spotted Purple
18383272,2018-09-23,research,34.6775332,-82.8351575,,Pickens,South Carolina,Limenitis arthemis astyanax,Red-spotted Purple
18390814,2018-11-13,research,33.5018896404,-86.3101606885,,Saint Clair,Alabama,Limenitis arthemis astyanax,Red-spotted Purple
18404246,2018-09-24,research,36.6189367,-96.2375947,,Osage,Oklahoma,Limenitis arthemis astyanax,Red-spotted Purple
18408982,2018-09-12,research,33.6747552453,-84.1325037756,,DeKalb,Georgia,Limenitis arthemis astyanax,Red-spotted Purple
18411748,2018-10-22,research,35.4493300722,-97.3392657295,,Oklahoma,Oklahoma,Limenitis arthemis astyanax,Red-spotted Purple
18434357,2018-11-16,research,37.9975920084,-78.4873936833,,Albemarle,Virginia,Limenitis arthemis astyanax,Red-spotted Purple
18441569,2011-08-24,research,42.301494496,-83.6618253347,,Washtenaw,Michigan,Limenitis arthemis astyanax,Red-spotted Purple
18449723,2017-08-13,research,30.258935,-91.9829933333,,,Louisiana,Limenitis arthemis astyanax,Red-spotted Purple
18465923,2018-09-02,research,38.7464355339,-77.5588941262,,Prince William,Virginia,Limenitis arthemis astyanax,Red-spotted Purple
18465924,2018-09-02,research,38.7464361921,-77.5588941262,,Prince William,Virginia,Limenitis arthemis astyanax,Red-spotted Purple
18481860,2018-08-17,research,41.804376,-87.808408,,Cook,Illinois,Limenitis arthemis astyanax,Red-spotted Purple
18494979,2018-08-28,research,37.352495,-79.835395,,Botetourt,Virginia,Limenitis arthemis astyanax,Red-spotted Purple
18529804,2018-09-03,research,41.3669280833,-88.7984924167,,La Salle County,Illinois,Limenitis arthemis astyanax,Red-spotted Purple
18530226,2018-03-23,research,31.1758183333,-92.5860316667,,,Louisiana,Limenitis arthemis astyanax,Red-spotted Purple
18547548,2018-10-28,research,36.0343533,-94.8082392,,Cherokee,Oklahoma,Limenitis arthemis astyanax,Red-spotted Purple
18559283,2018-04-22,research,32.3865894067,-84.9424826975,,Muscogee,Georgia,Limenitis arthemis astyanax,Red-spotted Purple
18586771,2015-04-06,research,30.045885,-83.841698,,Taylor,Florida,Limenitis arthemis astyanax,Red-spotted Purple
18606149,2018-08-04,research,30.3982416667,-91.69758,,,Louisiana,Limenitis arthemis astyanax,Red-spotted Purple
18642854,2018-08-19,research,38.8838888889,-78.1572222222,,Warren,Virginia,Limenitis arthemis astyanax,Red-spotted Purple
18643128,2018-07-16,research,38.8880555556,-78.1627777778,,Warren,Virginia,Limenitis arthemis astyanax,Red-spotted Purple
18680240,2018-08-01,research,43.025219,-79.253683,,Niagara,,Limenitis arthemis astyanax,Red-spotted Purple
18692967,2018-07-11,research,37.3910666667,-79.1048195,,Lynchburg,Virginia,Limenitis arthemis astyanax,Red-spotted Purple
18724549,2003-08-17,research,42.2021344578,-74.7979949999,,Delaware,New York,Limenitis arthemis arthemis × astyanax,White Admiral × Red-spotted Purple
18725843,2012-06-08,research,44.3977916,-92.1011478,,Wabasha,Minnesota,Limenitis arthemis astyanax,Red-spotted Purple
18734823,2015-08-01,research,42.6176422767,-82.4951932246,,Lambton,,Limenitis arthemis astyanax,Red-spotted Purple
18752645,2016-06-01,research,40.533274,-75.068743,,Bucks,Pennsylvania,Limenitis arthemis astyanax,Red-spotted Purple
18794943,2018-10-10,research,33.2598428235,-96.6548785296,,Collin,Texas,Limenitis arthemis astyanax,Red-spotted Purple
18800758,2018-07-24,research,42.47305,-79.37255,,Chautauqua,New York,Limenitis arthemis astyanax,Red-spotted Purple
18807583,2018-09-26,research,40.7738536308,-74.4311949466,,Morris,New Jersey,Limenitis arthemis astyanax,Red-spotted Purple
18816711,2012-07-31,research,42.38718555,-84.0545410653,,Washtenaw,Michigan,Limenitis arthemis astyanax,Red-spotted Purple
18827486,2018-10-02,research,33.212395,-87.542695,,Tuscaloosa,Alabama,Limenitis arthemis astyanax,Red-spotted Purple
18828967,2018-09-12,research,40.2573729,-83.0805592,,Delaware,Ohio,Limenitis arthemis astyanax,Red-spotted Purple
18837278,2018-12-04,research,35.4224757068,-82.2315779816,,Rutherford,North Carolina,Limenitis arthemis astyanax,Red-spotted Purple
18851534,2018-07-14,research,43.1142384434,-83.2432204704,,Lapeer,Michigan,Limenitis arthemis astyanax,Red-spotted Purple
18855279,2018-09-25,research,38.1765285312,-76.5452403665,,Saint Mary's,Maryland,Limenitis arthemis astyanax,Red-spotted Purple
18867987,2018-10-11,research,36.2234541741,-95.9031381817,,Tulsa,Oklahoma,Limenitis arthemis astyanax,Red-spotted Purple
18869309,2018-07-15,research,41.2963773,-89.0262693,,La Salle County,Illinois,Limenitis arthemis astyanax,Red-spotted Purple
18880101,2017-06-25,research,43.2474111111,-81.8446333333,,Lambton,,Limenitis arthemis astyanax,Red-spotted Purple
18890046,2015-07-12,research,39.3321962711,-76.6214533069,,"Baltimore City, MD",Maryland,Limenitis arthemis astyanax,Red-spotted Purple
18940172,2018-06-17,research,35.2401862774,-75.6184703163,,Dare,North Carolina,Limenitis arthemis astyanax,Red-spotted Purple
18951018,2010-08-01,research,40.0699804,-82.9662859,,Franklin,Ohio,Limenitis arthemis astyanax,Red-spotted Purple
18951124,2013-07-21,research,40.0699804,-82.9662859,,Franklin,Ohio,Limenitis arthemis astyanax,Red-spotted Purple
18952779,2018-08-19,research,36.1159030426,-86.7451701991,,Davidson,Tennessee,Limenitis arthemis astyanax,Red-spotted Purple
19001509,2018-08-10,research,35.2840913634,-94.1277408889,,Sebastian,Arkansas,Limenitis arthemis astyanax,Red-spotted Purple
19002629,2018-08-11,research,35.2803504252,-94.1195380426,,Sebastian,Arkansas,Limenitis arthemis astyanax,Red-spotted Purple
19024435,2018-11-08,research,35.2950536709,-93.1370824948,,Pope,Arkansas,Limenitis arthemis astyanax,Red-spotted Purple
19039722,2018-06-12,research,38.9346239126,-78.4539682791,,Shenandoah,Virginia,Limenitis arthemis astyanax,Red-spotted Purple
19062735,2011-07-28,research,36.716251,-76.543121,,Suffolk,Virginia,Limenitis arthemis astyanax,Red-spotted Purple
19075334,2018-11-10,research,34.1619408428,-80.8964391739,,Richland,South Carolina,Limenitis arthemis astyanax,Red-spotted Purple
19108809,2016-06-10,research,43.2690592733,-79.906588665,,Hamilton,,Limenitis arthemis astyanax,Red-spotted Purple
19125524,2018-08-18,research,35.8460531197,-94.6816380564,,Adair,Oklahoma,Limenitis arthemis astyanax,Red-spotted Purple
19156643,2017-08-21,research,38.4618548373,-90.8145139593,,Franklin,Missouri,Limenitis arthemis astyanax,Red-spotted Purple
19159204,2017-09-10,research,39.3218196853,-85.2133248444,,Franklin,Indiana,Limenitis arthemis astyanax,Red-spotted Purple
19175245,2016-06-09,research,41.9764950072,-72.3981756717,,Tolland,Connecticut,Limenitis arthemis astyanax,Red-spotted Purple
19203254,2018-08-21,research,39.907793,-75.3878525,,Delaware,Pennsylvania,Limenitis arthemis astyanax,Red-spotted Purple
19205982,2018-08-23,research,39.907793,-75.3878525,,Delaware,Pennsylvania,Limenitis arthemis astyanax,Red-spotted Purple
19206056,2018-08-23,research,39.907793,-75.3878525,,Delaware,Pennsylvania,Limenitis arthemis astyanax,Red-spotted Purple
19232590,2018-07-22,research,38.3816333333,-76.4895866667,,Calvert,Maryland,Limenitis arthemis astyanax,Red-spotted Purple
19239810,2010-08-29,research,40.2016487,-80.0283415,,Washington,Pennsylvania,Limenitis arthemis astyanax,Red-spotted Purple
19242047,2014-07-21,research,40.2734574,-80.1201204,,Washington,Pennsylvania,Limenitis arthemis astyanax,Red-spotted Purple
19242128,2018-10-05,research,41.7857398987,-87.6005172729,Chicago,Cook,Illinois,Limenitis arthemis astyanax,Red-spotted Purple
19273249,2018-06-12,research,45.0024,-92.904,,Washington,Minnesota,Limenitis arthemis astyanax,Red-spotted Purple
19308145,2018-09-01,research,37.2209897758,-97.5226448455,,Sumner,Kansas,Limenitis arthemis astyanax,Red-spotted Purple
19308146,2018-09-01,research,37.2209897758,-97.5226448455,,Sumner,Kansas,Limenitis arthemis astyanax,Red-spotted Purple
19321439,2018-07-14,research,37.090406,-97.099268,,Cowley,Kansas,Limenitis arthemis astyanax,Red-spotted Purple
19321440,2018-07-14,research,37.090406,-97.099268,,Cowley,Kansas,Limenitis arthemis astyanax,Red-spotted Purple
19322255,2018-08-03,research,37.2209897758,-97.5226448455,,Sumner,Kansas,Limenitis arthemis astyanax,Red-spotted Purple
19325676,2018-10-01,research,37.2468616667,-76.7439883333,,James City,Virginia,Limenitis arthemis astyanax,Red-spotted Purple
19325917,2017-08-17,research,37.5894543849,-89.4399235051,,Union,Illinois,Limenitis arthemis astyanax,Red-spotted Purple
19327288,2015-09-13,research,37.2209897758,-97.5226448455,,Sumner,Kansas,Limenitis arthemis astyanax,Red-spotted Purple
19333107,2018-08-06,research,33.4413482761,-84.2271768396,,Henry,Georgia,Limenitis arthemis astyanax,Red-spotted Purple
19334005,2018-07-18,research,43.263935,-81.83222,,Lambton,,Limenitis arthemis astyanax,Red-spotted Purple
19336996,2018-08-07,research,43.1029383333,-79.2871383333,,Niagara,,Limenitis arthemis astyanax,Red-spotted Purple
19377245,2017-07-21,research,42.0732175718,-72.4362108835,,Hampden,Massachusetts,Limenitis arthemis astyanax,Red-spotted Purple
19386438,2018-07-22,research,39.9443733333,-83.65836,,Clark,Ohio,Limenitis arthemis astyanax,Red-spotted Purple
19389132,2018-08-13,research,39.5854083333,-83.0021633333,,Pickaway,Ohio,Limenitis arthemis astyanax,Red-spotted Purple
19426594,2011-06-11,research,35.685689,-83.536544,,Sevier,Tennessee,Limenitis arthemis astyanax,Red-spotted Purple
19445359,2017-09-23,research,31.42599,-91.4531355,,Adams,Mississippi,Limenitis arthemis astyanax,Red-spotted Purple
19453818,2016-07-30,research,42.7190126596,-80.9108829833,,Elgin,,Limenitis arthemis astyanax,Red-spotted Purple
19454680,2015-09-07,research,39.347552285,-82.0415151221,,Athens,Ohio,Limenitis arthemis astyanax,Red-spotted Purple
19466404,2013-07-23,research,35.9637454,-81.1206466,,Alexander,North Carolina,Limenitis arthemis astyanax,Red-spotted Purple
19469653,2018-08-11,research,34.0181887785,-84.6521460335,,Cobb,Georgia,Limenitis arthemis astyanax,Red-spotted Purple
19470137,2018-08-04,research,41.8673127474,-87.6170348962,Chicago,Cook,Illinois,Limenitis arthemis astyanax,Red-spotted Purple
19498721,2013-08-01,research,42.324034854,-83.9800677461,,Washtenaw,Michigan,Limenitis arthemis astyanax,Red-spotted Purple
19522249,2018-09-12,research,37.5794296265,-89.4400787354,,Union,Illinois,Limenitis arthemis astyanax,Red-spotted Purple
19541973,2015-09-13,research,40.1418803,-87.7382467,,Vermilion,Illinois,Limenitis arthemis astyanax,Red-spotted Purple
19541974,2015-09-07,research,40.1418803,-87.7382467,,Vermilion,Illinois,Limenitis arthemis astyanax,Red-spotted Purple
19541975,2015-08-07,research,40.071938,-88.2911532,,Champaign,Illinois,Limenitis arthemis astyanax,Red-spotted Purple
19541977,2015-07-28,research,40.3853739,-89.9393363,,Mason,Illinois,Limenitis arthemis astyanax,Red-spotted Purple
19541978,2015-07-28,research,40.4006198,-89.8785765,,Mason,Illinois,Limenitis arthemis astyanax,Red-spotted Purple
19553740,2018-08-09,research,39.126491,-84.245643,,Clermont,Ohio,Limenitis arthemis astyanax,Red-spotted Purple
19584042,2018-07-11,research,40.1470366667,-83.7533633333,,Champaign,Ohio,Limenitis arthemis astyanax,Red-spotted Purple
19584043,2018-07-11,research,40.1445683333,-83.75399,,Champaign,Ohio,Limenitis arthemis astyanax,Red-spotted Purple
19595892,2017-08-25,research,37.5635452271,-88.6424102783,,Pope,Illinois,Limenitis arthemis astyanax,Red-spotted Purple
19602872,2018-09-06,research,35.3256469,-94.3016006,,Sebastian,Arkansas,Limenitis arthemis astyanax,Red-spotted Purple
19630903,2018-09-11,research,35.3256469,-94.3016006,,Sebastian,Arkansas,Limenitis arthemis astyanax,Red-spotted Purple
19631295,2018-09-05,research,36.1386257235,-85.7377245256,,Putnam,Tennessee,Limenitis arthemis astyanax,Red-spotted Purple
19638883,2018-06-14,research,44.9026715225,-93.5014615874,,Hennepin,Minnesota,Limenitis arthemis astyanax,Red-spotted Purple
19650046,2017-09-23,research,36.0564662964,-78.9912162321,,Orange,North Carolina,Limenitis arthemis astyanax,Red-spotted Purple
19668586,2012-07-07,research,42.7193949774,-80.3379089567,,Haldimand-Norfolk,,Limenitis arthemis astyanax,Red-spotted Purple
19675546,2015-06-03,research,43.0519337157,-79.1070174528,,Niagara,,Limenitis arthemis astyanax,Red-spotted Purple
19681689,2015-05-28,research,42.2426072062,-84.7369278302,,Calhoun,Michigan,Limenitis arthemis astyanax,Red-spotted Purple
19682175,2018-07-20,research,32.4662254613,-94.6644603682,,Harrison,Texas,Limenitis arthemis astyanax,Red-spotted Purple
19697821,2018-09-05,research,35.48809,-82.53706,,Buncombe,North Carolina,Limenitis arthemis astyanax,Red-spotted Purple
19714768,2015-07-02,research,43.2510486365,-81.8290443786,,Lambton,,Limenitis arthemis astyanax,Red-spotted Purple
19723189,2018-08-24,research,35.429855,-83.4509616667,,Swain,North Carolina,Limenitis arthemis astyanax,Red-spotted Purple
19730313,2018-08-06,research,43.7476175351,-79.8079215856,"Caledon, ON, CA",Peel,,Limenitis arthemis astyanax,Red-spotted Purple
19742971,2015-07-12,research,37.503364436,-79.5340740281,,Botetourt,Virginia,Limenitis arthemis astyanax,Red-spotted Purple
19761466,2017-09-07,research,37.6885332808,-89.4040506417,,Jackson,Illinois,Limenitis arthemis astyanax,Red-spotted Purple
19773062,2016-06-11,research,41.4637648412,-79.058310989,,Forest,Pennsylvania,Limenitis arthemis astyanax,Red-spotted Purple
19784883,2018-07-17,research,31.3349804286,-89.3843059614,,Lamar,Mississippi,Limenitis arthemis astyanax,Red-spotted Purple
19793072,2018-09-24,research,35.3256469,-94.3016006,,Sebastian,Arkansas,Limenitis arthemis astyanax,Red-spotted Purple
19794952,2017-08-05,research,38.3847474736,-78.9872083673,,Rockingham,Virginia,Limenitis arthemis astyanax,Red-spotted Purple
19795173,2015-07-23,research,41.44997024,-79.0785162455,,Forest,Pennsylvania,Limenitis arthemis astyanax,Red-spotted Purple
19811934,2016-07-30,research,41.7521207824,-88.2713806689,"City of Aurora, IL, USA",Kane,Illinois,Limenitis arthemis astyanax,Red-spotted Purple
19845198,2018-09-11,research,41.1472396851,-87.8830184937,,Kankakee,Illinois,Limenitis arthemis astyanax,Red-spotted Purple
19852410,2018-09-29,research,35.3256469,-94.3016006,,Sebastian,Arkansas,Limenitis arthemis astyanax,Red-spotted Purple
19854842,2018-09-30,research,35.321322481,-94.2800134975,,Sebastian,Arkansas,Limenitis arthemis astyanax,Red-spotted Purple
19862173,2018-06-01,research,41.7228916667,-72.4477833333,,Tolland,Connecticut,Limenitis arthemis astyanax,Red-spotted Purple
19862174,2018-06-01,research,41.7242611111,-72.4451444444,,Tolland,Connecticut,Limenitis arthemis astyanax,Red-spotted Purple
19864528,2018-08-11,research,38.6858033333,-77.2632833333,,Prince William,Virginia,Limenitis arthemis astyanax,Red-spotted Purple
19913319,2018-07-16,research,41.2175457875,-73.5617736895,"Pound Ridge, NY 10576",Westchester,New York,Limenitis arthemis astyanax,Red-spotted Purple
19936488,2018-08-10,research,43.3815591,-80.3577521,,Regional Municipality of Waterloo,,Limenitis arthemis astyanax,Red-spotted Purple
19967901,2008-05-02,research,39.90459,-75.357024,,Delaware,Pennsylvania,Limenitis arthemis astyanax,Red-spotted Purple
19973402,2018-08-25,research,39.7041559348,-75.7561008484,,New Castle,Delaware,Limenitis arthemis astyanax,Red-spotted Purple
19974079,2016-09-08,research,35.1861124,-97.4406263,,Cleveland,Oklahoma,Limenitis arthemis astyanax,Red-spotted Purple
19975571,2018-10-01,research,35.3256469,-94.3016006,,Sebastian,Arkansas,Limenitis arthemis astyanax,Red-spotted Purple
19992442,2018-05-19,research,39.4931999153,-88.17649877,,Coles,Illinois,Limenitis arthemis astyanax,Red-spotted Purple
20047025,2016-08-11,research,42.6102713046,-82.3597150461,,Chatham-Kent,,Limenitis arthemis astyanax,Red-spotted Purple
20065127,2018-07-29,research,43.0509983873,-88.1606509292,,Waukesha,Wisconsin,Limenitis arthemis astyanax,Red-spotted Purple
20066025,2017-09-05,research,32.8337899374,-96.71204345,,Dallas,Texas,Limenitis arthemis astyanax,Red-spotted Purple
20099369,2018-10-11,research,35.3256469,-94.3016006,,Sebastian,Arkansas,Limenitis arthemis astyanax,Red-spotted Purple
20099542,2018-10-11,research,35.3256469,-94.3016006,,Sebastian,Arkansas,Limenitis arthemis astyanax,Red-spotted Purple
20138289,2018-09-30,research,30.529305,-84.2954166667,,Leon,Florida,Limenitis arthemis astyanax,Red-spotted Purple
20142097,2018-07-29,research,41.9440615631,-82.5848268814,,Essex,,Limenitis arthemis astyanax,Red-spotted Purple
20145691,2015-04-22,research,31.0189703744,-96.7681541837,,Robertson,Texas,Limenitis arthemis astyanax,Red-spotted Purple
20155293,2018-10-18,research,33.204955,-79.382745,,Georgetown,South Carolina,Limenitis arthemis astyanax,Red-spotted Purple
20217374,2014-07-01,research,39.5400672,-82.4070986,,Hocking,Ohio,Limenitis arthemis astyanax,Red-spotted Purple
20220691,2013-09-22,research,36.67136885,-75.9154059001,,,Virginia,Limenitis arthemis astyanax,Red-spotted Purple
20245127,2017-05-21,research,39.1593028333,-86.240945,,Brown,Indiana,Limenitis arthemis astyanax,Red-spotted Purple
20271942,2018-09-02,research,34.7313866475,-92.2800488528,,Pulaski,Arkansas,Limenitis arthemis astyanax,Red-spotted Purple
20309503,2018-07-25,research,37.1255333333,-77.3533866667,,Prince George,Virginia,Limenitis arthemis astyanax,Red-spotted Purple
20321480,2014-08-17,research,41.5692084111,-88.3143049875,,Kendall,Illinois,Limenitis arthemis astyanax,Red-spotted Purple
20349803,2010-06-24,research,45.1601835805,-84.4669579707,,Otsego,Michigan,Limenitis arthemis astyanax,Red-spotted Purple
20351676,2010-07-15,research,39.5937786447,-82.6067171618,,Hocking,Ohio,Limenitis arthemis astyanax,Red-spotted Purple
20351704,2010-09-20,research,39.5851215641,-82.6021768525,,Hocking,Ohio,Limenitis arthemis astyanax,Red-spotted Purple
20379935,2018-08-19,research,35.4922833345,-86.106925,,Coffee,Tennessee,Limenitis arthemis astyanax,Red-spotted Purple
20395689,2013-05-05,research,37.3128585657,-79.6508438597,,Bedford,Virginia,Limenitis arthemis astyanax,Red-spotted Purple
20489882,2018-07-28,research,41.734303,-82.676078,,Essex,,Limenitis arthemis astyanax,Red-spotted Purple
20696889,2017-09-03,research,30.0662111111,-81.8286361111,,Clay,Florida,Limenitis arthemis astyanax,Red-spotted Purple
20714230,2010-09-01,research,40.9643059784,-72.8232128796,,Suffolk,New York,Limenitis arthemis astyanax,Red-spotted Purple
20730893,2018-08-08,research,42.4815516817,-80.1302717894,,Haldimand-Norfolk,,Limenitis arthemis astyanax,Red-spotted Purple
20765743,2017-06-09,research,44.8750124306,-92.7917362346,,Washington,Minnesota,Limenitis arthemis astyanax,Red-spotted Purple
20797440,2011-08-25,research,44.0622528415,-78.6011263274,,Durham,,Limenitis arthemis astyanax,Red-spotted Purple
20832043,2018-09-09,research,40.4898690812,-88.9999723102,,McLean,Illinois,Limenitis arthemis astyanax,Red-spotted Purple
20886709,2018-06-03,research,42.24545,-89.1166445,"Rockford, IL",Winnebago,Illinois,Limenitis arthemis astyanax,Red-spotted Purple
20903882,2018-09-13,research,37.9677716667,-84.53073,,Fayette,Kentucky,Limenitis arthemis astyanax,Red-spotted Purple
20917990,2018-08-18,research,39.988349609,-77.9275726789,,Fulton,Pennsylvania,Limenitis arthemis astyanax,Red-spotted Purple
20963210,2010-08-24,research,40.8114518493,-81.4817373472,,Stark,Ohio,Limenitis arthemis astyanax,Red-spotted Purple
20978183,2018-07-20,research,37.3587496656,-77.4768326692,,Chesterfield,Virginia,Limenitis arthemis astyanax,Red-spotted Purple
20984718,2018-08-08,research,34.6654912899,-86.6256451064,,Madison,Alabama,Limenitis arthemis astyanax,Red-spotted Purple
20984725,2018-08-11,research,34.6634710035,-86.7146450613,,Madison,Alabama,Limenitis arthemis astyanax,Red-spotted Purple
20991960,2019-03-06,research,33.1402728191,-85.6131752034,,Randolph,Alabama,Limenitis arthemis astyanax,Red-spotted Purple
21008101,2019-03-06,research,33.6420469695,-84.882402554,,Douglas,Georgia,Limenitis arthemis astyanax,Red-spotted Purple
21041797,2016-08-26,research,39.0832381643,-84.5361731987,,Kenton,Kentucky,Limenitis arthemis astyanax,Red-spotted Purple
21069211,2018-08-13,research,30.7202317631,-84.2038976731,,Gadsden,Florida,Limenitis arthemis astyanax,Red-spotted Purple
21103958,2018-07-15,research,35.5495033333,-85.31282,,Bledsoe,Tennessee,Limenitis arthemis astyanax,Red-spotted Purple
21150627,2019-03-11,research,29.1975881858,-81.8689765782,,Marion,Florida,Limenitis arthemis astyanax,Red-spotted Purple
21176380,2019-03-08,research,29.7595381448,-82.5401504962,,Alachua,Florida,Limenitis arthemis astyanax,Red-spotted Purple
21177386,2016-08-31,research,40.0445185119,-75.1404066066,,Bucks,Pennsylvania,Limenitis arthemis astyanax,Red-spotted Purple
21214809,2016-08-27,research,37.3148743496,-89.5367533799,,Cape Girardeau,Missouri,Limenitis arthemis astyanax,Red-spotted Purple
21244818,2018-07-31,research,41.4572340467,-94.190515233,,Madison,Iowa,Limenitis arthemis astyanax,Red-spotted Purple
21245440,2014-07-16,research,39.9944541375,-76.368490164,,Lancaster,Pennsylvania,Limenitis arthemis astyanax,Red-spotted Purple
21261914,2019-03-15,research,32.2258083333,-82.3936833333,,Toombs,Georgia,Limenitis arthemis astyanax,Red-spotted Purple
21297668,2019-03-16,research,35.8400179852,-78.6423805021,,Wake,North Carolina,Limenitis arthemis astyanax,Red-spotted Purple
21319051,2018-08-23,research,38.8548166667,-77.3684083333,,Fairfax,Virginia,Limenitis arthemis astyanax,Red-spotted Purple
21399489,2016-08-07,research,44.2109333333,-84.7159716667,,Roscommon,Michigan,Limenitis arthemis astyanax,Red-spotted Purple
21416997,2018-09-22,research,35.4011531846,-84.1091922015,,Monroe,Tennessee,Limenitis arthemis astyanax,Red-spotted Purple
21440390,2019-03-20,research,30.3877805556,-91.2044916667,,,Louisiana,Limenitis arthemis astyanax,Red-spotted Purple
21449102,2018-08-21,research,39.2462616667,-84.418175,,Hamilton,Ohio,Limenitis arthemis astyanax,Red-spotted Purple
21466584,2019-03-21,research,30.4512374843,-88.656878986,,Jackson,Mississippi,Limenitis arthemis astyanax,Red-spotted Purple
21472511,2018-09-16,research,36.2968326,-93.9581524,,Benton,Arkansas,Limenitis arthemis astyanax,Red-spotted Purple
21479305,2018-07-07,research,41.1572431622,-74.4147854538,,Passaic,New Jersey,Limenitis arthemis astyanax,Red-spotted Purple
21490334,2019-03-22,research,30.00442509,-90.09385877,,,Louisiana,Limenitis arthemis astyanax,Red-spotted Purple
21577241,2018-09-19,research,34.638473,-92.8499779,,Saline,Arkansas,Limenitis arthemis astyanax,Red-spotted Purple
21577320,2019-03-14,research,30.4695716667,-84.2482616667,,Leon,Florida,Limenitis arthemis astyanax,Red-spotted Purple
21618724,2018-10-16,research,33.3229175926,-84.1571976284,,Henry,Georgia,Limenitis arthemis astyanax,Red-spotted Purple
21619219,2018-10-16,research,33.2697005804,-84.1301070046,,Henry,Georgia,Limenitis arthemis astyanax,Red-spotted Purple
21658284,2018-06-04,research,40.0010204,-75.8069082,,Chester,Pennsylvania,Limenitis arthemis astyanax,Red-spotted Purple
21664573,2010-05-29,research,45.1366152081,-85.0557181612,,Charlevoix,Michigan,Limenitis arthemis astyanax,Red-spotted Purple
21664635,2010-05-29,research,45.1366031461,-85.0557211787,,Charlevoix,Michigan,Limenitis arthemis astyanax,Red-spotted Purple
21664722,2010-06-02,research,45.2140772794,-85.0143776089,,Charlevoix,Michigan,Limenitis arthemis astyanax,Red-spotted Purple
21664925,2010-06-13,research,45.0649580669,-84.9160411209,,Antrim,Michigan,Limenitis arthemis astyanax,Red-spotted Purple
21695826,2012-08-05,research,45.20878948,-85.0184518844,,Charlevoix,Michigan,Limenitis arthemis astyanax,Red-spotted Purple
21723020,2014-08-07,research,43.2953069204,-80.0641029162,,Hamilton,,Limenitis arthemis astyanax,Red-spotted Purple
21797509,2019-03-26,research,34.7101333333,-86.632675,,Madison,Alabama,Limenitis arthemis astyanax,Red-spotted Purple
21799498,2019-03-30,research,30.7965947168,-92.2775964439,,,Louisiana,Limenitis arthemis astyanax,Red-spotted Purple
21800508,2018-09-01,research,39.0704102789,-82.7578242452,,Jackson,Ohio,Limenitis arthemis astyanax,Red-spotted Purple
21822484,2015-08-15,research,43.0220311863,-90.099182002,,Iowa,Wisconsin,Limenitis arthemis astyanax,Red-spotted Purple
21837413,2003-08-13,research,42.7790991758,-81.8351242346,,,,Limenitis arthemis astyanax,Red-spotted Purple
21845445,2018-08-09,research,39.7953886547,-76.91072613,,York,Pennsylvania,Limenitis arthemis astyanax,Red-spotted Purple
21857790,2015-08-23,research,34.1138240029,-84.7427242507,,Bartow,Georgia,Limenitis arthemis astyanax,Red-spotted Purple
